# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-04-22 15:42:39.588
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
34.555913,-0.3892,-1.9309,-3.1009,3.67
34.558727,-0.2141,-2.1091,-2.4692,3.25
34.572718,-0.1348,-2.1781,-1.9355,2.92
34.578612,0.0282,-2.1350,-1.5795,2.66
34.589281,0.2640,-1.9198,-1.4078,2.40
34.599146,0.5164,-1.6773,-1.2972,2.18
34.608734,0.6679,-1.3751,-1.3347,2.03
34.623124,0.8109,-1.0857,-1.8092,2.26
34.628941,0.8590,-1.0286,-2.9438,3.23
34.640707,0.7777,-1.7697,-4.3503,4.76
34.657290,0.4358,-3.3797,-5.1641,6.19
34.658747,0.0758,-5.0700,-5.3919,7.40
34.673531,-0.1493,-6.1612,-5.6811,8.38
34.678610,-0.3531,-6.5061,-6.0219,8.87
34.690101,-0.3742,-5.7870,-5.6193,8.08
34.706781,-0.3783,-4.0237,-4.4639,6.02
34.708893,-0.5367,-2.0300,-3.0590,3.71
34.724866,-0.8498,-0.3705,-1.3958,1.68
34.728938,-0.8735,0.5690,0.2388,1.07
34.742470,-1.0054,0.9212,1.8518,2.30
34.760372,-1.4231,0.6955,3.2410,3.61
34.760632,-2.4311,-0.0822,4.2826,4.93
34.778214,-3.4451,-1.1790,5.5233,6.62
34.779089,-4.4636,-2.1013,7.1727,8.71
34.794564,-5.1938,-2.6250,7.8614,9.78
34.798537,-4.7522,-2.3904,8.1320,9.72
34.810364,-3.4045,-1.5849,7.4893,8.38
34.826381,-2.9055,-0.5272,6.1227,6.80
34.828692,-2.4858,0.4189,4.1425,4.85
34.842084,-1.8342,1.1255,2.3620,3.20
34.858432,-1.6621,1.7430,1.0443,2.63
34.859206,-1.4827,2.0987,-0.6270,2.65
34.874604,-1.2309,2.4944,-1.9500,3.40
34.878719,-1.4259,2.6348,-1.7816,3.49
34.890759,-1.7459,2.6446,-0.8315,3.28
34.898662,-2.1743,2.6077,0.3525,3.41
34.908890,-2.5992,2.2456,1.2179,3.64
34.923278,-2.9523,2.0954,2.1429,4.21
34.928639,-3.0597,2.2875,2.7457,4.70
34.939213,-2.8413,2.6196,3.1930,5.01
34.955690,-2.4506,3.0435,3.6519,5.35
34.958636,-2.0739,3.4739,3.9973,5.69
34.972151,-1.8093,3.8053,3.9956,5.81
34.978568,-1.3796,3.9103,3.6323,5.51
34.989398,-0.8168,3.7791,2.9080,4.84
34.999091,-0.3329,3.5528,1.8765,4.03
35.008618,0.1226,3.2662,1.0532,3.43
35.022169,0.5961,2.8831,0.6495,3.01
35.028838,0.8672,2.6084,0.6041,2.81
35.039511,0.9496,2.3652,0.7940,2.67
35.055620,0.9007,2.0721,1.0247,2.48
35.058603,0.9081,1.7912,1.0916,2.29
35.072034,0.9858,1.5078,1.1112,2.12
35.078660,1.2372,1.1548,0.9286,1.93
35.089275,1.6919,0.6466,0.6617,1.93
35.098727,2.1292,0.0273,0.1652,2.14
35.109038,2.5814,-0.6783,-0.6719,2.75
35.121665,2.9934,-1.3365,-1.9333,3.81
35.128514,3.2797,-2.0010,-3.1139,4.95
35.138840,3.2600,-2.3964,-3.8802,5.61
35.155580,3.1223,-2.7259,-4.7333,6.29
35.159047,3.1112,-2.9012,-5.7742,7.17
35.171821,3.4221,-2.8962,-6.8265,8.17
35.178526,3.8157,-2.7646,-7.4712,8.83
35.189079,3.7030,-2.4915,-6.9318,8.24
35.205305,3.0554,-2.0985,-5.4536,6.59
35.208547,2.2122,-1.6065,-3.7860,4.67
35.222808,1.5175,-1.1748,-2.7001,3.31
35.228830,0.7693,-0.7243,-2.3076,2.54
35.239916,-0.2110,0.5632,-2.3908,2.47
35.257200,-0.9165,1.9978,-2.5435,3.36
35.259526,-1.4472,3.1959,-2.5209,4.32
35.276421,-1.8454,3.6640,-1.3817,4.33
35.278701,-2.7772,2.6278,0.2734,3.83
35.292329,-4.4416,-0.0194,2.1992,4.96
35.308042,-5.8920,-3.0186,4.6123,8.07
35.308881,-7.1093,-5.9597,6.6349,11.41
35.323919,-8.2852,-8.4613,7.2979,13.91
35.328438,-9.0674,-10.2847,6.8797,15.34
35.339798,-7.9528,-9.5285,5.5571,13.60
35.356761,-5.9192,-4.5667,3.8571,8.41
35.358424,-4.6921,0.0034,2.3718,5.26
35.372708,-3.1952,4.6924,-9.7785,11.31
35.378499,-2.0234,8.7280,-14.7763,17.28
35.389717,-1.8058,8.9764,-5.6076,10.74
35.405877,-2.1724,8.2063,1.2444,8.58
35.408262,-2.5571,7.0562,4.3084,8.65
35.422605,-2.6226,5.9159,5.3962,8.43
35.428556,-2.3803,4.3178,6.8514,8.44
35.438720,-1.7744,2.2134,8.0766,8.56
35.455182,-1.3646,0.1194,7.3366,7.46
35.463912,-0.7840,-1.7369,6.4642,6.74
35.471622,0.1226,-3.0099,6.4157,7.09
35.478683,0.8458,-3.8053,6.5216,7.60
35.489048,1.3023,-3.7481,6.2899,7.44
35.504913,1.4035,-2.9946,5.9640,6.82
35.508759,1.4210,-2.1974,5.3333,5.94
35.521569,1.5992,-1.5592,4.2052,4.76
35.528110,1.7402,-0.9322,2.8082,3.43
35.538601,1.8531,-0.3242,1.5010,2.41
35.554926,2.0449,0.2068,0.3817,2.09
35.558338,2.3240,0.5903,-0.4386,2.44
35.571363,2.8659,0.7336,-1.4415,3.29
35.578258,3.5082,0.3450,-9.2387,9.89
35.588528,3.8722,-0.5014,-8.4378,9.30
35.605010,3.5703,-0.9974,-4.7531,6.03
35.608265,2.6949,-1.4397,-2.1277,3.72
35.621448,1.9869,-1.8751,0.2029,2.74
35.628753,1.6629,-1.9504,1.7682,3.11
35.638601,2.1262,-1.8483,1.4411,3.16
35.657726,2.6555,-1.6800,0.4314,3.17
35.660149,2.6298,-1.2938,-0.2979,2.95
35.673212,2.1414,-0.3004,-0.5668,2.24
35.678244,1.6860,0.9212,-0.6155,2.02
35.689150,1.3938,1.7525,-0.6103,2.32
35.705531,0.9361,2.2179,-0.6161,2.48
35.708736,0.4142,2.2888,-0.6748,2.42
35.721865,-0.0265,1.9557,-0.7395,2.09
35.728577,-0.3563,1.4095,-0.8174,1.67
35.739039,-0.4509,0.6838,-1.0123,1.30
35.756911,-0.3654,0.0853,-1.1821,1.24
35.758457,-0.4573,-0.2514,-1.3465,1.44
35.773312,-0.6892,-0.4742,-1.6022,1.81
35.778594,-0.9690,-0.5927,-1.9791,2.28
35.794942,-1.1462,-0.6790,-2.6597,2.97
35.810742,-1.1125,-0.7661,-3.6042,3.85
35.811055,-0.8425,-0.9624,-4.2107,4.40
35.826399,-0.6988,-1.2513,-4.0180,4.27
35.828455,-0.4915,-1.7088,-3.2978,3.75
35.842062,-0.1842,-2.3172,-2.5712,3.47
35.858281,0.1589,-2.8956,-2.0842,3.57
35.858379,0.4270,-3.3629,-1.8585,3.87
35.874121,0.6966,-3.3853,-1.6292,3.82
35.878078,0.9926,-2.9786,-1.4570,3.46
35.890023,1.2314,-2.4879,-1.5619,3.19
35.906880,1.3746,-2.0325,-2.0143,3.17
35.908549,1.3567,-1.9316,-2.8373,3.69
35.922537,1.2467,-3.1577,-3.2574,4.70
35.938497,1.7452,-6.4071,-2.4985,7.10
35.955020,2.1375,-6.8398,-2.4522,7.57
35.958004,2.3924,-6.1161,-2.7618,7.12
35.971497,2.1630,-4.5632,-3.0937,5.92
35.977819,1.6781,-3.0589,-3.1442,4.70
35.988625,1.0974,-1.6393,-3.1266,3.70
36.004812,0.5570,-0.2598,-3.5527,3.61
36.007875,0.1193,1.0053,-3.7900,3.92
36.021426,-0.2857,2.0248,-3.4202,3.98
36.028334,-0.3963,2.5058,-2.2128,3.37
36.038322,-0.1876,2.5677,-0.4512,2.61
36.055179,-0.3376,2.2544,1.1368,2.55
36.058319,-0.8873,1.5572,2.3711,2.97
36.071417,-1.5844,0.6012,3.4011,3.80
36.078184,-2.1218,-0.5214,4.4367,4.95
36.088330,-2.9332,-1.5162,5.2400,6.19
36.104519,-3.5790,-2.2560,5.5082,6.95
36.108341,-3.8681,-2.7485,5.5667,7.31
36.121173,-4.0443,-3.1486,4.9290,7.11
36.128379,-3.3347,-2.9950,3.6825,5.80
36.138597,-1.9734,-2.1886,2.2142,3.69
36.155003,-0.9665,-1.1162,0.9548,1.76
36.157877,-0.6130,-0.1219,-0.0317,0.63
36.171537,-0.5737,0.7426,-0.7602,1.21
36.177910,-0.6221,1.4789,-0.3634,1.65
36.188567,-0.8043,1.9465,0.9597,2.31
36.204504,-1.0258,2.0520,2.1738,3.16
36.208013,-0.8671,1.9660,2.4820,3.28
36.221295,-0.6316,1.7009,2.4771,3.07
36.227925,-0.6214,1.5542,2.7451,3.22
36.238188,-0.5675,1.5601,3.1125,3.53
36.254386,-0.2349,1.5522,3.2338,3.59
36.257979,0.0167,1.6808,3.1441,3.57
36.270785,0.0653,2.0651,2.6981,3.40
36.278259,0.1102,2.5830,2.3536,3.50
36.288080,0.0998,3.1131,2.3278,3.89
36.304215,-0.1170,3.7745,2.4164,4.48
36.308186,-0.5779,4.5387,2.5465,5.24
36.321178,-1.1208,5.2001,2.7206,5.97
36.327869,-1.4400,5.6487,2.9023,6.51
36.338266,-1.4776,5.7570,2.9693,6.64
36.354301,-1.3221,5.4743,2.9815,6.37
36.358596,-1.0936,4.8986,2.7804,5.74
36.371274,-0.9211,4.0558,2.4234,4.81
36.378220,-0.4540,2.9663,1.7393,3.47
36.388495,0.3123,1.7649,0.7211,1.93
36.404370,1.1298,0.5478,-0.6520,1.41
36.407826,1.8064,-0.7332,-2.3484,3.05
36.420898,2.2696,-2.1175,-4.0989,5.14
36.428520,2.6752,-3.4632,-5.9722,7.40
36.438684,3.0856,-4.6912,-7.3272,9.23
36.459371,3.5624,-5.3643,-8.2930,10.50
36.475606,4.4512,-4.4816,-8.3433,10.46
36.491208,3.8031,-1.6583,-4.0533,5.80
36.507266,2.8748,-0.3589,-2.2321,3.66
36.508220,1.9769,0.2868,-0.8002,2.15
36.523282,-0.1098,-1.3248,-0.5142,1.43
36.527102,-2.2386,-3.9043,0.2846,4.51
36.539410,-3.8532,-6.7282,1.5682,7.91
36.555683,-5.4979,-9.2846,3.8893,11.47
36.557139,-7.1134,-10.9148,6.8965,14.74
36.571644,-8.0009,-11.3507,7.9830,16.02
36.577465,-6.2272,-8.9470,6.9441,12.92
36.588068,-3.8505,-3.6733,5.5447,7.69
36.603696,-2.5675,0.6755,4.5548,5.27
36.607077,-1.5680,3.6556,3.7362,5.46
36.620515,-0.4574,5.6392,3.0804,6.44
36.628577,0.5483,7.1634,2.5342,7.62
36.637868,1.2238,8.2740,2.2361,8.66
36.658746,1.6996,9.0488,2.0960,9.44
36.658974,1.9248,9.4794,2.2878,9.94
36.674624,1.7292,9.3901,2.8503,9.96
36.677811,0.8314,8.1994,3.7288,9.05
36.691304,0.2309,6.3109,4.5252,7.77
36.707023,-0.8044,4.3733,5.2880,6.91
36.708528,-2.1137,2.0578,5.6096,6.34
36.722611,-3.4647,-0.4309,5.6326,6.63
36.727495,-4.2300,-2.6787,5.5309,7.46
36.739246,-4.1505,-4.3429,5.0495,7.85
36.757180,-3.0561,-4.9598,4.2453,7.21
36.758414,-1.9261,-4.6413,3.6066,6.19
36.773964,-1.6278,-3.1365,3.2273,4.79
36.777694,-1.6671,-1.5110,2.7410,3.55
36.789897,-1.2981,-0.3683,2.1762,2.56
36.805859,-0.7620,0.4524,1.6085,1.84
36.807622,-0.2215,0.9375,1.1481,1.50
36.821775,0.2794,1.0974,0.7848,1.38
36.828197,1.1355,0.8522,-0.2476,1.44
36.837835,3.7621,-0.3467,-9.7554,10.46
36.854269,5.3163,-1.7207,-14.7148,15.74
36.857571,5.4865,-2.6500,-10.6027,12.23
36.870611,4.8559,-2.8787,-6.6001,8.68
36.877903,3.6458,-2.5271,-3.2721,5.51
36.887735,2.1379,-1.8099,-0.4153,2.83
36.903667,0.7634,-0.9636,0.9141,1.53
36.907753,0.4639,-0.2907,1.2197,1.34
36.920005,0.9260,0.3175,1.2165,1.56
36.927700,1.3660,0.8065,1.1182,1.94
36.937553,1.4694,1.1275,1.0185,2.11
36.959894,1.3302,1.2530,0.9911,2.08
36.975242,0.8493,0.9452,1.1394,1.71
36.990979,0.7447,0.0918,1.7439,1.90
37.006753,0.6455,-0.2841,1.9165,2.04
37.008455,0.4465,-0.5458,1.4867,1.65
37.022479,0.2236,-0.7192,0.5955,0.96
37.027754,0.1259,-0.7828,-0.5201,0.95
37.038454,0.0352,-0.8526,-2.8658,2.99
37.054524,-0.0843,-1.0488,-8.0354,8.10
37.058097,-0.2556,-1.3190,-11.3925,11.47
37.070887,-0.2605,-1.5633,-9.2414,9.38
37.077822,0.0889,-1.7012,-5.5188,5.78
37.087516,0.6494,-1.6674,-2.8235,3.34
37.103150,0.8355,-1.3785,-1.4759,2.19
37.107829,0.7746,-0.8717,-0.7330,1.38
37.119531,0.8538,-0.3858,-0.2361,0.97
37.128020,0.8890,-0.7401,0.1767,1.17
37.137370,0.8622,-2.5496,0.2835,2.71
37.154057,1.0081,-4.2477,0.2576,4.37
37.157344,1.3496,-5.8139,0.2717,5.97
37.170511,1.6380,-7.2986,0.3416,7.49
37.177731,2.0100,-8.4657,-0.0007,8.70
37.187641,2.6397,-8.2863,-1.3974,8.81
37.203727,2.8151,-5.5822,-3.7784,7.30
37.207533,2.4760,-2.6255,-5.1961,6.33
37.220247,1.6100,-0.3868,-5.0320,5.30
37.228244,0.5827,1.0786,-3.6753,3.87
37.237737,-0.1860,1.9592,-1.6525,2.57
37.253762,-0.9408,2.4058,0.4166,2.62
37.257059,-1.6970,2.2843,2.6566,3.89
37.269928,-1.7449,1.8563,4.6555,5.31
37.277552,-1.6003,1.2966,4.8759,5.29
37.287171,-1.5430,0.5251,5.0643,5.32
37.302688,-1.8052,-0.2390,5.4082,5.71
37.307606,-2.0916,-0.7822,5.9235,6.33
37.319454,-2.4248,-1.3366,5.7603,6.39
37.327877,-2.3639,-1.7740,4.8160,5.65
37.337484,-2.2173,-1.7491,4.2401,5.09
37.352987,-2.0226,-1.3672,3.9574,4.65
37.357400,-1.7882,-1.1467,3.5661,4.15
37.369790,-1.2260,-0.9352,2.6550,3.07
37.377853,-0.5223,-0.7814,1.8154,2.04
37.387510,-0.1859,-0.4705,1.5419,1.62
37.402618,-0.2300,-0.0934,1.7672,1.78
37.407366,-0.4218,0.1306,2.1925,2.24
37.419308,-0.5500,0.1540,2.3008,2.37
37.427793,-0.3253,0.2395,1.8114,1.86
37.437339,-0.0597,0.4346,1.3570,1.43
37.453464,-0.0155,0.5716,0.8566,1.03
37.457738,-0.1953,0.6737,0.5483,0.89
37.469749,-0.4418,0.8834,0.7612,1.25
37.477913,-0.8487,1.3481,1.1689,1.98
37.487224,-1.3797,1.9618,1.4100,2.78
37.502495,-1.7208,2.4946,1.3020,3.30
37.507522,-1.8756,2.7356,1.2244,3.54
37.519466,-1.8017,2.6707,1.2489,3.46
37.527610,-1.7276,2.4021,1.1508,3.17
37.537056,-1.6018,2.0698,1.0003,2.80
37.552448,-1.5498,1.7561,0.9615,2.53
37.557498,-1.5019,1.5335,1.0769,2.40
37.568877,-1.3577,1.4123,1.2062,2.30
37.577885,-1.0865,1.3264,1.3153,2.16
37.587351,-0.7702,1.3288,1.2971,2.01
37.602180,-0.4640,1.3332,1.2296,1.87
37.607421,-0.4285,1.3339,1.1171,1.79
37.620175,-0.6014,1.2872,0.9349,1.70
37.627297,-0.7136,1.3403,0.6861,1.67
37.642991,-0.6983,1.4254,0.4879,1.66
37.659384,-0.5422,1.5330,0.2687,1.65
37.659494,-0.4283,1.6205,-0.0298,1.68
37.676799,-0.3420,1.6260,-0.3033,1.69
37.677663,-0.2152,1.5830,-0.5472,1.69
37.692435,-0.0380,1.4723,-0.6898,1.63
37.708107,0.0895,1.3274,-0.7071,1.51
37.708216,0.1540,1.1293,-0.6529,1.31
37.723840,0.1905,0.8779,-0.6195,1.09
37.727007,0.3008,0.5828,-0.6410,0.92
37.739878,0.4516,0.2771,-0.7212,0.89
37.747901,0.6663,0.0176,-0.6864,0.96
37.758831,0.9337,-0.2531,-0.5787,1.13
37.776569,1.0563,-0.5059,-0.3179,1.21
37.777175,1.0709,-0.7641,-0.0645,1.32
37.794235,1.0684,-0.9316,-0.0223,1.42
37.797414,1.1642,-1.0136,-0.3535,1.58
37.810870,1.3852,-0.8671,-0.9652,1.90
37.825991,1.5889,-0.7643,-1.6348,2.40
37.827076,1.6511,-0.9093,-1.9013,2.68
37.842124,1.0708,-2.0355,-1.5697,2.78
37.858500,-0.3375,-4.0439,-0.4108,4.08
37.874245,-1.8036,-6.3787,0.8819,6.69
37.890205,-2.4398,-6.4679,2.0463,7.21
37.905829,-1.6212,-2.9067,1.8766,3.82
37.907365,-0.9198,0.1291,1.1338,1.47
37.921899,-0.3279,2.4598,0.2083,2.49
37.927028,-0.0499,4.0805,-0.5890,4.12
37.937656,0.0171,5.0300,-1.0073,5.13
37.953341,0.1140,5.3525,-0.5406,5.38
37.957060,0.2888,5.1359,0.2051,5.15
37.969240,0.3961,4.5211,0.7389,4.60
37.977415,0.2078,3.4821,0.9805,3.62
37.987144,-0.3778,2.1831,1.1692,2.51
38.002314,-1.1232,0.7146,1.3821,1.92
38.006935,-1.8317,-0.7958,1.6145,2.57
38.019963,-2.2462,-2.1248,1.8023,3.58
38.027520,-2.1952,-2.9723,1.8421,4.13
38.037210,-1.3632,-3.1511,1.5226,3.76
38.053190,-0.0215,-2.5592,0.8345,2.69
38.057156,1.0038,-1.8689,0.1889,2.13
38.069643,1.4163,-1.2327,-0.0424,1.88
38.077482,1.8809,-0.6368,-0.1323,1.99
38.086873,2.1824,0.0524,-0.0646,2.18
38.102412,2.1872,0.9353,-0.1871,2.39
38.107282,2.2719,1.2606,-0.4103,2.63
38.119030,1.6243,0.3501,-0.6848,1.80
38.127204,1.1290,-0.7360,-0.9187,1.63
38.137000,1.5501,-1.0389,-1.0514,2.14
38.151848,1.6321,-0.7092,-0.9794,2.03
38.157128,1.1325,-0.1876,-0.7175,1.35
38.168365,0.5505,0.2858,-0.3711,0.72
38.177538,-0.0757,0.6552,-0.1768,0.68
38.187054,-0.6411,0.7599,-0.0776,1.00
38.201865,-0.8903,0.5838,-0.2033,1.08
38.207254,-1.0845,0.3751,-0.5290,1.26
38.222458,-1.3018,0.2015,-0.7210,1.50
38.226916,-1.3621,0.1256,-0.7111,1.54
38.238196,-1.2729,0.2148,-0.5965,1.42
38.253911,-1.1463,0.4169,-0.4470,1.30
38.257036,-1.0794,0.6273,-0.2668,1.28
38.269699,-0.9899,0.8123,0.0101,1.28
38.277389,-0.6614,0.9665,0.3343,1.22
38.286805,-0.1242,1.1239,0.5666,1.26
38.302409,0.1620,1.2767,0.7105,1.47
38.307502,0.4988,1.4883,0.6831,1.71
38.319034,0.3003,1.3631,0.6790,1.55
38.326877,-0.2528,0.8007,0.5957,1.03
38.336778,-1.3571,-0.2149,0.6886,1.54
38.351774,-1.4705,-0.7840,0.6718,1.80
38.356982,-1.0644,-0.8998,0.6032,1.52
38.368269,-0.3868,-0.4804,0.5820,0.85
38.377455,0.0682,0.1027,0.2794,0.31
38.386996,0.0542,0.4154,-0.4396,0.61
38.401444,0.0048,0.4711,-1.4539,1.53
38.406709,0.1154,0.2596,-3.1804,3.19
38.418705,0.5362,-0.2127,-6.1675,6.19
38.427208,0.8384,-1.0499,-8.8137,8.92
38.436893,0.8686,-1.9717,-8.6062,8.87
38.452178,0.3001,-2.6644,-6.2466,6.80
38.456724,-0.0331,-2.8084,-3.8005,4.73
38.468754,0.1684,-2.3168,-1.8110,2.95
38.477141,0.6198,-1.5915,-0.0895,1.71
38.486740,1.1892,-1.2167,0.2719,1.72
38.501926,1.5504,-1.2284,-0.2749,2.00
38.506936,1.6251,-2.2637,-0.3798,2.81
38.518307,1.6126,-3.7165,-0.0601,4.05
38.525980,1.8747,-4.6821,0.0973,5.04
38.537013,2.1643,-4.9931,-0.1164,5.44
38.551868,2.2630,-4.8597,-0.6378,5.40
38.556824,2.1333,-4.6791,-1.4542,5.34
38.568168,1.9063,-4.1029,-2.3705,5.11
38.577193,1.3297,-2.6781,-3.1005,4.31
38.586887,0.5088,-1.1533,-3.7184,3.93
38.601225,-0.4663,0.1280,-4.4277,4.45
38.606607,-1.3872,0.9948,-4.8177,5.11
38.617860,-2.1056,1.1716,-4.1162,4.77
38.627163,-2.1955,0.8999,-2.2103,3.24
38.636715,-2.0211,0.4955,0.2377,2.09
38.651478,-1.6959,0.0093,2.7047,3.19
38.656700,-1.7801,-0.0429,3.8630,4.25
38.668030,-1.9788,0.0987,4.3387,4.77
38.676505,-2.0144,0.3283,4.8147,5.23
38.686422,-2.4268,0.2822,4.9320,5.50
38.702078,-2.7492,-0.2347,4.5564,5.33
38.706703,-2.4289,-0.7801,4.1502,4.87
38.718087,-1.5128,-1.0654,3.7369,4.17
38.726413,-0.5672,-0.8771,3.6151,3.76
38.736634,0.2943,-0.3392,4.1367,4.16
38.752169,0.9526,0.1976,4.5327,4.64
38.756732,1.4711,0.3128,4.0140,4.29
38.770323,1.1927,-0.1722,2.9607,3.20
38.776792,0.4546,-0.9252,1.9621,2.22
38.787706,0.2181,-0.8155,1.6410,1.85
38.804489,0.3545,-1.0580,0.5683,1.25
38.809125,0.8459,-0.7830,0.0842,1.16
38.822601,0.7999,-0.1996,0.2748,0.87
38.826631,0.1582,0.3100,1.0816,1.14
38.838251,-0.7679,0.8514,2.0055,2.31
38.853912,-1.7694,1.2968,2.8765,3.62
38.856440,-2.5855,1.9062,3.3626,4.65
38.869473,-2.6688,2.7839,2.9812,4.87
38.876977,-2.6494,3.6214,2.2455,5.02
38.886451,-2.5866,4.5393,1.9607,5.58
38.901647,-2.4492,5.2922,1.6795,6.07
38.906884,-2.5772,5.3114,1.3765,6.06
38.918014,-2.3411,4.2981,1.2435,5.05
38.926299,-1.4570,2.5932,0.5814,3.03
38.936325,-0.9434,1.3535,-0.0472,1.65
38.950689,0.0059,0.7236,-0.1222,0.73
38.956560,0.8266,0.2144,-0.0394,0.85
38.967393,1.5967,-0.2799,-0.1489,1.63
38.976881,2.0554,-0.7568,-0.4752,2.24
38.986684,2.3847,-0.7284,-0.5912,2.56
39.000722,2.6276,-0.5574,-0.5402,2.74
39.006396,2.7997,-0.4222,-0.6304,2.90
39.017613,2.5454,-0.2316,-0.7598,2.67
39.026842,1.7120,-0.0050,-0.5767,1.81
39.036224,0.5560,0.0039,-0.4817,0.74
39.051208,-0.1394,0.0658,-0.6939,0.71
39.056380,-0.3818,0.0309,-1.2015,1.26
39.067718,-0.1938,-0.0425,-2.0382,2.05
39.076964,0.1772,-0.0760,-2.9393,2.95
39.086418,0.8362,0.2617,-4.0856,4.18
39.101191,1.3899,1.9579,-4.4784,5.08
39.107036,1.5511,2.0735,-2.6101,3.68
39.117709,1.6151,0.0617,-1.4673,2.18
39.126574,1.3218,-1.7480,-1.1600,2.48
39.136731,1.0695,-2.1968,-1.1234,2.69
39.151810,0.9923,-1.3927,-1.8442,2.52
39.156452,0.7327,-0.5263,-2.1840,2.36
39.167845,0.5688,0.1036,-2.1480,2.22
39.176428,0.7049,0.0912,-1.3780,1.55
39.186495,0.3542,-0.4282,-0.5033,0.75
39.200572,-0.4135,-1.0582,0.3955,1.20
39.206321,-0.9261,-1.1651,1.2432,1.94
39.217353,-1.2035,-1.0595,2.1009,2.64
39.226652,-1.4831,-0.9149,2.9713,3.44
39.236141,-2.0830,-1.3864,2.6992,3.68
39.250360,-2.7345,-2.5043,1.0191,3.85
39.256515,-3.4091,-3.3537,0.1610,4.78
39.266847,-4.0341,-4.1243,0.7367,5.82
39.276335,-4.5821,-4.3583,1.9833,6.63
39.286121,-4.8928,-3.9184,2.8256,6.88
39.300024,-4.5347,-2.7587,3.6075,6.42
39.306453,-3.8514,-1.4873,3.2901,5.28
39.316496,-3.2342,-1.1159,2.3992,4.18
39.326394,-3.0788,-1.2494,1.5100,3.65
39.335473,-3.2216,-0.2622,-4.8763,5.85
39.349821,-2.9704,0.2528,-4.9344,5.77
39.358559,-2.7559,-0.4362,1.1264,3.01
39.366293,-2.8723,-0.5583,3.5985,4.64
39.375880,-2.7445,-0.3227,4.0101,4.87
39.385907,-2.2764,-0.1402,3.9582,4.57
39.399404,-1.5110,0.0823,3.2764,3.61
39.405886,-0.0029,0.4883,3.4563,3.49
39.416880,1.2707,0.4187,4.1247,4.34
39.427046,1.8031,-0.7260,5.3519,5.69
39.435618,1.9163,-2.5866,5.7041,6.55
39.450712,2.2602,-4.0859,4.9574,6.81
39.455547,3.4644,-4.5837,3.7939,6.89
39.467406,5.1249,-3.9644,2.9152,7.10
39.476723,5.8036,-3.6257,2.0777,7.15
39.485920,5.6984,-4.0062,1.2501,7.08
39.500152,5.7062,-4.3211,0.5362,7.18
39.506035,5.0434,-4.9873,-0.1477,7.09
39.516756,4.1894,-5.6036,-1.2506,7.11
39.526313,1.5546,-4.5327,-2.7718,5.54
39.536077,-2.2250,-1.7751,-5.1181,5.86
39.549796,-3.7906,0.8549,-6.5713,7.63
39.556450,-3.1043,2.2218,-6.2616,7.33
39.567028,-1.2267,2.3959,-5.1197,5.78
39.576507,0.3732,1.8597,-3.7490,4.20
39.587460,1.0911,0.8306,-2.2533,2.64
39.603560,1.1560,0.0320,-0.9980,1.53
39.605926,0.4820,-0.0798,-0.2066,0.53
39.619656,-1.4092,-0.3030,0.0576,1.44
39.625807,-1.7561,-0.8157,0.4557,1.99
39.635747,-1.0311,-0.7261,0.6645,1.43
39.652042,-1.0389,0.3222,0.0110,1.09
39.655434,-2.1306,0.3935,-0.8765,2.34
39.668009,-4.9773,0.5057,-2.1964,5.46
39.676770,-7.6095,1.6709,-3.5384,8.56
39.686482,-7.4138,2.1307,-4.0999,8.74
39.703984,-7.1377,1.3664,-4.8000,8.71
39.706356,-6.6251,0.9320,-5.4125,8.61
39.721099,-5.5102,1.0015,-5.8173,8.08
39.725805,-4.1725,1.6141,-5.4615,7.06
39.736425,-3.5903,1.1255,-5.1407,6.37
39.753761,-3.4307,0.0904,-5.4297,6.42
39.755834,-2.9441,-0.4220,-5.5890,6.33
39.770915,-2.2227,-0.3085,-5.3681,5.82
39.775808,-1.1917,-0.0224,-5.1991,5.33
39.787507,-0.4399,0.3918,-4.8133,4.85
39.803238,0.2438,0.6980,-4.5774,4.64
39.805699,0.5084,1.0705,-4.1179,4.29
39.819960,0.3055,0.8639,-3.6501,3.76
39.826034,0.0055,0.5112,-3.0221,3.07
39.836054,-0.1417,0.4154,-2.1741,2.22
39.851491,-0.3490,0.0277,-1.4966,1.54
39.856071,-0.9817,-0.9243,-1.0628,1.72
39.867445,-1.4660,-1.8636,-1.2038,2.66
39.876196,-1.3041,-1.9942,-1.4634,2.80
39.885864,-0.4042,-1.8043,-1.9973,2.72
39.900115,0.7200,-1.2752,-2.5512,2.94
39.906181,1.7800,-0.7879,-3.0073,3.58
39.916947,1.3006,-0.4928,9.6185,9.72
39.926237,1.3079,-1.1545,7.4897,7.69
39.935843,-2.4431,-1.2286,2.9985,4.06
39.949662,-2.4726,-1.3485,-0.3000,2.83
39.955701,-3.0803,-2.1849,0.4539,3.80
39.966670,-3.7849,-3.1636,-1.9871,5.32
39.976401,-3.2298,-3.1535,-5.5752,7.17
39.986031,-4.1714,-2.9021,-5.1377,7.23
39.999047,-2.7840,-2.1730,-5.7795,6.77
40.005930,0.6574,-2.1145,-7.5789,7.90
40.016515,1.2270,-1.8117,-7.2350,7.56
40.026465,1.4679,-2.3831,-8.5974,9.04
40.035930,1.7940,-3.7063,-8.1070,9.09
